名称,地址,房型,面积,朝向,装修,楼层,建成时间,楼层结构,总价格,平方价格,关注度,发布时间
青秀未遮山（一期） 4室2厅 南,理工大,4室2厅,150.34平米,南,精装,低楼层(共30层),2019年建,板楼,410万,"27,272元/平",17人关注,8个月以前发布
天邑宏御花园御苑 2室1厅 东南,橡树湾,2室1厅,91.76平米,东南,精装,中楼层(共26层),2016年建,板楼,78万,"8,501元/平",10人关注,一年前发布
光华瑞廷 3室2厅 北,温江新城,3室2厅,86.08平米,北,毛坯,中楼层(共33层),2017年建,板塔结合,102.9万,"11,954元/平",38人关注,一年前发布
颐园(金牛) 2室2厅 西南,抚琴小区,2室2厅,104平米,西南,其他,中楼层(共7层),1995年建,板楼,91.6万,"8,808元/平",2人关注,3个月以前发布
正成名城左岸 3室2厅 西南,红光,3室2厅,90.6平米,西南,简装,低楼层(共27层),2008年建,板塔结合,80.8万,"8,919元/平",1人关注,2个月以前发布
中航城 3室2厅 西北,郫县万达,3室2厅,88.15平米,西北,毛坯,低楼层(共20层),2019年建,板塔结合,73万,"8,282元/平",2人关注,1个月以前发布
雅居乐十里花巷 3室1厅 北 东北,雅居乐,3室1厅,99.74平米,北 东北,精装,中楼层(共33层),2016年建,板塔结合,126.8万,"12,714元/平",7人关注,2个月以前发布
中德麓府 3室2厅 东南 西南 南,麓山,3室2厅,120.05平米,东南 西南 南,精装,中楼层(共32层),2018年建,板塔结合,239万,"19,909元/平",5人关注,1个月以前发布
新鸿基悦城 3室2厅 东南,海洋公园,3室2厅,141.82平米,东南,简装,高楼层(共29层),2011年建,板塔结合,305万,"21,507元/平",8人关注,3个月以前发布
上东一号一期 3室1厅 南 北,动物园,3室1厅,87.17平米,南 北,简装,高楼层(共18层),2008年建,板塔结合,118.8万,"13,629元/平",1人关注,3个月以前发布
鑫苑名家一期 3室2厅 西南,卓锦城,3室2厅,104.46平米,西南,精装,中楼层(共34层),2011年建,板塔结合,199万,"19,051元/平",23人关注,9个月以前发布
戛纳湾金棕榈 3室2厅 东 西,华阳,3室2厅,105.3平米,东 西,简装,低楼层(共32层),2016年建,板塔结合,228万,"21,653元/平",11人关注,9个月以前发布
依云 3室2厅 东南 西南,温江新城,3室2厅,149.89平米,东南 西南,毛坯,高楼层(共28层),2007年建,板塔结合,148万,"9,874元/平",17人关注,8个月以前发布
西财学府阳光 2室2厅 西北,温江大学城,2室2厅,70.37平米,西北,简装,中楼层(共18层),2013年建,塔楼,77万,"10,943元/平",18人关注,5个月以前发布
合能枫丹铂麓二期 3室2厅 东 西,麓山,3室2厅,140.3平米,东 西,毛坯,中楼层(共6层),2018年建,板楼,247万,"17,606元/平",25人关注,2个月以前发布
雄飞新园紫郡 2室1厅 西北,市一医院,2室1厅,57.02平米,西北,简装,低楼层(共17层),2015年建,板塔结合,112万,"19,643元/平",3人关注,3个月以前发布
荔园悦享花醍 3室2厅 东 东北,橡树湾,3室2厅,104平米,东 东北,精装,高楼层(共26层),2020年建,板楼,140万,"13,462元/平",4人关注,3个月以前发布
橙郡一期 3室2厅 东南,中海国际,3室2厅,122平米,东南,精装,高楼层(共17层),2007年建,板楼,175万,"14,345元/平",2人关注,2个月以前发布
铂金时代 4室2厅 北 南,郫县城区,4室2厅,159平米,北 南,毛坯,低楼层(共9层),2013年建,板塔结合,112万,"7,045元/平",6人关注,2个月以前发布
香澜半岛 3室1厅 东,驷马桥,3室1厅,88.16平米,东,精装,高楼层(共20层),2016年建,板塔结合,195万,"22,119元/平",8人关注,2个月以前发布
中冶中央公园 3室2厅 东南,郫县城区,3室2厅,76.55平米,东南,精装,中楼层(共32层),2019年建,板塔结合,83万,"10,843元/平",1人关注,2个月以前发布
傲城 3室2厅 西北,犀浦,3室2厅,99.82平米,西北,精装,低楼层(共31层),2015年建,板塔结合,135万,"13,525元/平",3人关注,7个月以前发布
紫东梵谷 3室2厅 东 东南,蓝谷地,3室2厅,109.53平米,东 东南,精装,低楼层(共18层),2007年建,塔楼,171万,"15,613元/平",5人关注,3个月以前发布
中信未来城南区 4室2厅 东南,郫县城区,4室2厅,138平米,东南,简装,低楼层(共33层),2013年建,板楼,168万,"12,174元/平",1人关注,9天以前发布
成都后花园四期 3室1厅 东北,成外,3室1厅,83.96平米,东北,精装,低楼层(共22层),2018年建,塔楼,110万,"13,102元/平",11人关注,3个月以前发布
保利百合花园 4室2厅 西,大源,4室2厅,100.77平米,西,精装,中楼层(共32层),2014年建,板塔结合,445万,"44,160元/平",23人关注,10个月以前发布
尚林花园 3室2厅 东南 北,大丰,3室2厅,92平米,东南 北,简装,高楼层(共17层),2012年建,板楼,117万,"12,718元/平",2人关注,3个月以前发布
恒大御府 3室2厅 东南,新都城区,3室2厅,124.91平米,东南,精装,高楼层(共32层),2019年建,板楼,104万,"8,326元/平",1人关注,一年前发布
8号公馆 4室2厅 西,光华大道沿线,4室2厅,189.42平米,西,精装,低楼层(共8层),2014年建,板塔结合,199万,"10,506元/平",14人关注,3个月以前发布
兴元华盛二期 3室1厅 西,驷马桥,3室1厅,116.83平米,西,简装,中楼层(共18层),2009年建,板楼,159万,"13,610元/平",0人关注,8个月以前发布
上锦雅筑 3室2厅 东,桐梓林,3室2厅,118.21平米,东,简装,中楼层(共17层),2006年建,板塔结合,192万,"16,243元/平",3人关注,4个月以前发布
新城府景 3室2厅 南,温江新城,3室2厅,122.65平米,南,精装,高楼层(共18层),2009年建,板塔结合,107万,"8,725元/平",116人关注,一年前发布
华宇楠苑 4室2厅 东南,新双楠,4室2厅,110.74平米,东南,简装,中楼层(共11层),2012年建,板塔结合,290万,"26,188元/平",1人关注,1个月以前发布
花样年香门第北区 4室1厅 东南,郫县城区,4室1厅,114.57平米,东南,毛坯,高楼层(共34层),2019年建,塔楼,145万,"12,657元/平",1人关注,4个月以前发布
中铁骑士府邸 3室2厅 南,华府,3室2厅,67.17平米,南,毛坯,高楼层(共32层),2019年建,板塔结合,144万,"21,439元/平",1人关注,1个月以前发布
东城印象小区 2室2厅 西南,蓝谷地,2室2厅,67.92平米,西南,简装,高楼层(共28层),2017年建,塔楼,103万,"15,165元/平",14人关注,3个月以前发布
交大万嘉樟菊园 3室1厅 东南,犀浦,3室1厅,122.98平米,东南,精装,高楼层(共26层),2014年建,板塔结合,112万,"9,108元/平",0人关注,4个月以前发布
九龙仓时代上城 4室2厅 南,华府,4室2厅,111.52平米,南,简装,中楼层(共28层),2016年建,塔楼,212万,"19,011元/平",7人关注,7个月以前发布
美洲花园棕榈湾 3室2厅 东南,新北,3室2厅,90.71平米,东南,毛坯,中楼层(共23层),2016年建,板楼,176万,"19,403元/平",26人关注,1个月以前发布
倍特科技苑 3室1厅 东南,芳草,3室1厅,67.19平米,东南,简装,中楼层(共7层),2000年建,板楼,86万,"12,800元/平",28人关注,一年前发布
弗客城 3室2厅 东 西,航空港,3室2厅,89.32平米,东 西,简装,高楼层(共18层),2011年建,板塔结合,120万,"13,435元/平",6人关注,2个月以前发布
中洲中央公园蓝湖郡 3室2厅 西北,保利公园,3室2厅,112.66平米,西北,毛坯,8层,2016年建,板楼,135万,"11,983元/平",20人关注,一年前发布
蓝光COCO时代 3室1厅 西北,八里小区,3室1厅,69.09平米,西北,精装,中楼层(共31层),2014年建,塔楼,135万,"19,540元/平",12人关注,8个月以前发布
万科海悦汇城东区 3室2厅 东北,海洋公园,3室2厅,104.59平米,东北,精装,高楼层(共50层),2015年建,塔楼,205万,"19,601元/平",1人关注,9天以前发布
华侨凤凰国际城 4室1厅 东南,郫县城区,4室1厅,97.23平米,东南,精装,中楼层(共33层),2015年建,板塔结合,110万,"11,314元/平",2人关注,5个月以前发布
中心城 3室2厅 东北,龙泉驿城区,3室2厅,97.15平米,东北,毛坯,高楼层(共29层),2017年建,塔楼,125万,"12,867元/平",0人关注,11天以前发布
博雅新城C区 3室1厅 东南 西北,大丰,3室1厅,105平米,东南 西北,精装,低楼层(共27层),2013年建,板塔结合,104万,"9,905元/平",2人关注,2个月以前发布
世茂玉锦湾一期 3室2厅 西南,猛追湾,3室2厅,143.71平米,西南,精装,高楼层(共56层),2015年建,塔楼,440万,"30,618元/平",244人关注,7个月以前发布
西财学府尚郡 3室1厅 南,温江大学城,3室1厅,99.82平米,南,精装,低楼层(共18层),2009年建,塔楼,93万,"9,317元/平",5人关注,3个月以前发布
锦青苑 3室2厅 南,府南新区,3室2厅,111.47平米,南,简装,高楼层(共7层),2000年建,板楼,123万,"11,035元/平",3人关注,7个月以前发布
青龙横街37号 3室2厅 南,合江亭,3室2厅,94.66平米,南,精装,高楼层(共7层),2000年建,板塔结合,99万,"10,459元/平",31人关注,11个月以前发布
中信未来城北区 3室1厅 东南,郫县城区,3室1厅,89平米,东南,精装,低楼层(共33层),2013年建,塔楼,113万,"12,697元/平",1人关注,4个月以前发布
蓝光四叶城 3室3厅 东南,国色天乡,3室3厅,110平米,东南,精装,高楼层(共26层),2012年建,板塔结合,87万,"7,910元/平",6人关注,一年前发布
花样年别样城 3室2厅 西南,公兴,3室2厅,127.53平米,西南,精装,中楼层(共6层),2005年建,板楼,119.5万,"9,371元/平",7人关注,8个月以前发布
黄金时代(中和街道办吉龙二街) 3室2厅 南,远大,3室2厅,98平米,南,简装,中楼层(共33层),2014年建,板塔结合,182万,"18,572元/平",10人关注,1个月以前发布
朗基御今缘 4室1厅 北,大源,4室1厅,117.77平米,北,毛坯,高楼层(共27层),2018年建,板塔结合,390万,"33,116元/平",88人关注,一年前发布
金沙城锦西观棠 4室2厅 东南 西北,外金沙,4室2厅,132.59平米,东南 西北,毛坯,高楼层(共19层),2018年建,塔楼,310万,"23,381元/平",44人关注,一年前发布
恒大帝景 3室2厅 东南,高新西,3室2厅,89.06平米,东南,精装,中楼层(共29层),2016年建,塔楼,95万,"10,667元/平",1人关注,3个月以前发布
锦江帆影 3室2厅 南,中和,3室2厅,141.38平米,南,精装,中楼层(共32层),2009年建,塔楼,216万,"15,278元/平",13人关注,7个月以前发布
魏玛国际 2室1厅 南,火车南站,2室1厅,81.39平米,南,简装,高楼层(共32层),2013年建,板塔结合,155万,"19,045元/平",1人关注,5个月以前发布
合能四季城一期 3室2厅 东南,犀浦,3室2厅,79.68平米,东南,精装,高楼层(共28层),2013年建,板塔结合,105.5万,"13,241元/平",1人关注,1个月以前发布
恒大上林苑 3室2厅 东南,保利公园,3室2厅,91.08平米,东南,精装,低楼层(共30层),2019年建,板塔结合,70万,"7,686元/平",3人关注,4个月以前发布
颐园(金牛) 3室1厅 西南,抚琴小区,3室1厅,104.56平米,西南,精装,高楼层(共7层),1995年建,板楼,89.8万,"8,589元/平",8人关注,3个月以前发布
保利紫薇花语 3室1厅 东 东北,大面,3室1厅,77.34平米,东 东北,精装,高楼层(共34层),2017年建,板塔结合,135万,"17,456元/平",7人关注,4个月以前发布
金地天府城 3室1厅 东,广都,3室1厅,94.64平米,东,毛坯,高楼层(共48层),2020年建,塔楼,205万,"21,662元/平",20人关注,8天以前发布
中德英伦联邦A区 3室2厅 北,中德,3室2厅,82.22平米,北,毛坯,中楼层(共33层),2013年建,板塔结合,229万,"27,853元/平",7人关注,7个月以前发布
水云花都 3室2厅 南,东升镇,3室2厅,117.98平米,南,简装,高楼层(共6层),2004年建,板楼,92万,"7,798元/平",15人关注,5个月以前发布
蓝光凯丽香江 3室2厅 东北,琉璃场,3室2厅,90.73平米,东北,简装,高楼层(共42层),2009年建,板塔结合,182万,"20,060元/平",13人关注,7个月以前发布
金楠国际 1室2厅 南,红牌楼,1室2厅,60.58平米,南,简装,高楼层(共11层),2008年建,板楼,79.8万,"13,173元/平",80人关注,一年前发布
西派城A区 4室2厅 东南 西北,簇桥,4室2厅,134.63平米,东南 西北,精装,中楼层(共14层),2018年建,板塔结合,365万,"27,112元/平",19人关注,3个月以前发布
明信仕林府 3室1厅 东南,温江大学城,3室1厅,84.24平米,东南,简装,低楼层(共26层),2016年建,板塔结合,110万,"13,058元/平",3人关注,8个月以前发布
金河谷一期 3室2厅 东南,光华大道沿线,3室2厅,136.84平米,东南,精装,高楼层(共18层),2009年建,板塔结合,188万,"13,739元/平",2人关注,4个月以前发布
龙湖北城天街一期 3室2厅 北,五块石,3室2厅,109.7平米,北,精装,高楼层(共23层),2012年建,板塔结合,220万,"20,055元/平",1人关注,1个月以前发布
众合华庭 3室2厅 南,西南交大,3室2厅,121.29平米,南,简装,高楼层(共7层),2001年建,板楼,150万,"12,368元/平",5人关注,8个月以前发布
西派城D区 4室1厅 南,簇桥,4室1厅,165.64平米,南,精装,中楼层(共10层),2019年建,板塔结合,490万,"29,583元/平",2人关注,1个月以前发布
蓝光金双楠二期 3室2厅 东南,草金立交,3室2厅,75.15平米,东南,精装,低楼层(共28层),2016年建,板塔结合,155万,"20,626元/平",21人关注,9个月以前发布
佳兆业丽晶公馆 3室1厅 东南,花都大道,3室1厅,88.27平米,东南,精装,高楼层(共39层),2016年建,塔楼,120万,"13,595元/平",74人关注,一年前发布
东较场街127号 3室2厅 南,红星路,3室2厅,92.63平米,南,简装,高楼层(共8层),1995年建,板楼,87万,"9,393元/平",12人关注,4个月以前发布
蓝光乐彩城二期 3室2厅 东南,理工大,3室2厅,75.22平米,东南,精装,高楼层(共42层),2016年建,板塔结合,158万,"21,006元/平",8人关注,3个月以前发布
龙光君悦华庭一期 3室2厅 东南,郫县城区,3室2厅,84.95平米,东南,精装,中楼层(共26层),2014年建,塔楼,110万,"12,949元/平",0人关注,4个月以前发布
浆洗街教师公寓 4室2厅 西,华西,4室2厅,146.26平米,西,精装,低楼层(共22层),2004年建,板塔结合,220万,"15,042元/平",4人关注,3个月以前发布
华侨城原岸 3室1厅 南,华侨城,3室1厅,107.74平米,南,毛坯,高楼层(共25层),2014年建,板塔结合,205万,"19,028元/平",4人关注,1个月以前发布
保利花园五期悦榕郡 3室1厅 北,新双楠,3室1厅,80.73平米,北,精装,中楼层(共15层),2017年建,板塔结合,193万,"23,907元/平",13人关注,4个月以前发布
石油苑 3室1厅 东南,猛追湾,3室1厅,77.76平米,东南,简装,中楼层(共7层),2009年建,板楼,105万,"13,504元/平",16人关注,2个月以前发布
金地悦澜道 3室2厅 南,华府,3室2厅,120.38平米,南,精装,低楼层(共31层),2020年建,板楼,258万,"21,433元/平",3人关注,4个月以前发布
铂金时代 4室2厅 北 南,郫县城区,4室2厅,159平米,北 南,毛坯,低楼层(共9层),2013年建,板塔结合,112万,"7,045元/平",6人关注,2个月以前发布
香澜半岛 3室1厅 东,驷马桥,3室1厅,88.16平米,东,精装,高楼层(共20层),2016年建,板塔结合,195万,"22,119元/平",8人关注,2个月以前发布
橙郡一期 3室2厅 东南,中海国际,3室2厅,122平米,东南,精装,高楼层(共17层),2007年建,板楼,175万,"14,345元/平",2人关注,2个月以前发布
保利公园198玫瑰郡 4室1厅 东南 南,保利公园,4室1厅,177.04平米,东南 南,毛坯,中楼层(共24层),2010年建,塔楼,175万,"9,885元/平",13人关注,8个月以前发布
三利麓山城蔚然集 3室1厅 西北,麓山,3室1厅,107.23平米,西北,精装,32层,2019年建,板塔结合,212万,"19,771元/平",5人关注,3个月以前发布
蜀都惠园 3室2厅 东,新华公园,3室2厅,100.35平米,东,精装,中楼层(共26层),2010年建,塔楼,185万,"18,436元/平",11人关注,7个月以前发布
美年广场美岸 3室2厅 东 西,新会展,3室2厅,87.32平米,东 西,精装,高楼层(共18层),2012年建,板塔结合,265万,"30,349元/平",18人关注,一年前发布
和韵美联墅 3室2厅 南,郫县城区,3室2厅,93.25平米,南,精装,低楼层(共31层),2009年建,板塔结合,76.5万,"8,204元/平",4人关注,11个月以前发布
雄飞新园紫郡 2室1厅 西北,市一医院,2室1厅,57.02平米,西北,简装,低楼层(共17层),2015年建,板塔结合,112万,"19,643元/平",3人关注,3个月以前发布
